INFO 2024-09-04 05:44:48,514 autoreload Watching for file changes with StatReloader
DEBUG 2024-09-04 05:44:50,283 autoreload File /opt/homebrew/Cellar/python@3.11/3.11.2_1/Frameworks/Python.framework/Versions/3.11/lib/python3.11/lib-dynload/pyexpat.cpython-311-darwin.so first seen with mtime 1675777962.0
DEBUG 2024-09-04 05:44:50,283 autoreload File /Users/rentsher/Desktop/chatbot/chatbot/myenv/lib/python3.11/site-packages/langchain/output_parsers/yaml.py first seen with mtime 1725391558.273797
DEBUG 2024-09-04 05:44:50,283 autoreload File /opt/homebrew/Cellar/python@3.11/3.11.2_1/Frameworks/Python.framework/Versions/3.11/lib/python3.11/wsgiref/headers.py first seen with mtime 1675777962.0
DEBUG 2024-09-04 05:44:50,283 autoreload File /Users/rentsher/Desktop/chatbot/chatbot/myenv/lib/python3.11/site-packages/idna/intranges.py first seen with mtime 1725306262.7910872
DEBUG 2024-09-04 05:44:50,283 autoreload File /Users/rentsher/Desktop/chatbot/chatbot/myenv/lib/python3.11/site-packages/django/db/migrations/operations/base.py first seen with mtime 1725304487.0609393
DEBUG 2024-09-04 05:44:50,283 autoreload File /Users/rentsher/Desktop/chatbot/chatbot/myenv/lib/python3.11/site-packages/django/utils/encoding.py first seen with mtime 1725304487.6157448
DEBUG 2024-09-04 05:44:50,283 autoreload File /Users/rentsher/Desktop/chatbot/chatbot/myenv/lib/python3.11/site-packages/pydantic/_internal/_mock_val_ser.py first seen with mtime 1725306270.8880906
DEBUG 2024-09-04 05:44:50,283 autoreload File /Users/rentsher/Desktop/chatbot/chatbot/myenv/lib/python3.11/site-packages/PyPDF2/pagerange.py first seen with mtime 1725390892.989593
DEBUG 2024-09-04 05:44:50,283 autoreload File /Users/rentsher/Desktop/chatbot/chatbot/myenv/lib/python3.11/site-packages/django/template/library.py first seen with mtime 1725304487.5258007
DEBUG 2024-09-04 05:44:50,283 autoreload File /opt/homebrew/Cellar/python@3.11/3.11.2_1/Frameworks/Python.framework/Versions/3.11/lib/python3.11/bz2.py first seen with mtime 1675777962.0
DEBUG 2024-09-04 05:44:50,283 autoreload File /Users/rentsher/Desktop/chatbot/chatbot/myenv/lib/python3.11/site-packages/anyio/_core/_streams.py first seen with mtime 1725306270.0510428
DEBUG 2024-09-04 05:44:50,283 autoreload File /Users/rentsher/Desktop/chatbot/chatbot/myenv/lib/python3.11/site-packages/jsonpatch.py first seen with mtime 1725306269.3379848
DEBUG 2024-09-04 05:44:50,283 autoreload File /opt/homebrew/Cellar/python@3.11/3.11.2_1/Frameworks/Python.framework/Versions/3.11/lib/python3.11/importlib/resources/readers.py first seen with mtime 1675777962.0
DEBUG 2024-09-04 05:44:50,283 autoreload File /Users/rentsher/Desktop/chatbot/chatbot/myenv/lib/python3.11/site-packages/langchain_core/callbacks/stdout.py first seen with mtime 1725391554.3387496
DEBUG 2024-09-04 05:44:50,283 autoreload File /opt/homebrew/Cellar/python@3.11/3.11.2_1/Frameworks/Python.framework/Versions/3.11/lib/python3.11/http/client.py first seen with mtime 1675777962.0
DEBUG 2024-09-04 05:44:50,283 autoreload File /Users/rentsher/Desktop/chatbot/chatbot/myenv/lib/python3.11/site-packages/django/contrib/auth/apps.py first seen with mtime 1725304480.629138
DEBUG 2024-09-04 05:44:50,283 autoreload File /Users/rentsher/Desktop/chatbot/chatbot/myenv/lib/python3.11/site-packages/requests/hooks.py first seen with mtime 1725306268.9459245
DEBUG 2024-09-04 05:44:50,283 autoreload File /Users/rentsher/Desktop/chatbot/chatbot/myenv/lib/python3.11/site-packages/pydantic/v1/main.py first seen with mtime 1725306270.948743
DEBUG 2024-09-04 05:44:50,283 autoreload File /Users/rentsher/Desktop/chatbot/chatbot/myenv/lib/python3.11/site-packages/langchain_core/runnables/__init__.py first seen with mtime 1725391554.3825517
DEBUG 2024-09-04 05:44:50,283 autoreload File /Users/rentsher/Desktop/chatbot/chatbot/myenv/lib/python3.11/site-packages/rest_framework/schemas/generators.py first seen with mtime 1725304964.4352775
DEBUG 2024-09-04 05:44:50,283 autoreload File /Users/rentsher/Desktop/chatbot/chatbot/myenv/lib/python3.11/site-packages/sniffio/_version.py first seen with mtime 1725306253.779342
DEBUG 2024-09-04 05:44:50,283 autoreload File /opt/homebrew/Cellar/python@3.11/3.11.2_1/Frameworks/Python.framework/Versions/3.11/lib/python3.11/importlib/resources/_itertools.py first seen with mtime 1675777962.0
DEBUG 2024-09-04 05:44:50,283 autoreload File /Users/rentsher/Desktop/chatbot/chatbot/myenv/lib/python3.11/site-packages/PyPDF2/generic/_fit.py first seen with mtime 1725390893.0006297
DEBUG 2024-09-04 05:44:50,283 autoreload File /Users/rentsher/Desktop/chatbot/chatbot/myenv/lib/python3.11/site-packages/typing_extensions.py first seen with mtime 1725306253.502361
DEBUG 2024-09-04 05:44:50,283 autoreload File /Users/rentsher/Desktop/chatbot/chatbot/myenv/lib/python3.11/site-packages/langchain_core/utils/json.py first seen with mtime 1725391554.4048498
DEBUG 2024-09-04 05:44:50,283 autoreload File /Users/rentsher/Desktop/chatbot/chatbot/myenv/lib/python3.11/site-packages/anyio/to_thread.py first seen with mtime 1725306270.0179758
DEBUG 2024-09-04 05:44:50,283 autoreload File /Users/rentsher/Desktop/chatbot/chatbot/myenv/lib/python3.11/site-packages/numpy/_typing/_shape.py first seen with mtime 1725306255.072891
DEBUG 2024-09-04 05:44:50,283 autoreload File /opt/homebrew/Cellar/python@3.11/3.11.2_1/Frameworks/Python.framework/Versions/3.11/lib/python3.11/lib-dynload/_elementtree.cpython-311-darwin.so first seen with mtime 1675777962.0
DEBUG 2024-09-04 05:44:50,283 autoreload File /Users/rentsher/Desktop/chatbot/chatbot/myenv/lib/python3.11/site-packages/django/forms/renderers.py first seen with mtime 1725304487.201023
DEBUG 2024-09-04 05:44:50,283 autoreload File /opt/homebrew/Cellar/python@3.11/3.11.2_1/Frameworks/Python.framework/Versions/3.11/lib/python3.11/gettext.py first seen with mtime 1675777962.0
DEBUG 2024-09-04 05:44:50,283 autoreload File /Users/rentsher/Desktop/chatbot/chatbot/myenv/lib/python3.11/site-packages/django/core/files/storage/mixins.py first seen with mtime 1725304486.7841337
DEBUG 2024-09-04 05:44:50,283 autoreload File /Users/rentsher/Desktop/chatbot/chatbot/myenv/lib/python3.11/site-packages/django/core/files/storage/handler.py first seen with mtime 1725304486.7792501
DEBUG 2024-09-04 05:44:50,283 autoreload File /opt/homebrew/Cellar/python@3.11/3.11.2_1/Frameworks/Python.framework/Versions/3.11/lib/python3.11/urllib/parse.py first seen with mtime 1675777962.0
DEBUG 2024-09-04 05:44:50,283 autoreload File /Users/rentsher/Desktop/chatbot/chatbot/myenv/lib/python3.11/site-packages/numpy/polynomial/laguerre.py first seen with mtime 1725306255.3200715
DEBUG 2024-09-04 05:44:50,283 autoreload File /Users/rentsher/Desktop/chatbot/chatbot/myenv/lib/python3.11/site-packages/httpcore/_sync/__init__.py first seen with mtime 1725306269.4559484
DEBUG 2024-09-04 05:44:50,283 autoreload File /Users/rentsher/Desktop/chatbot/chatbot/myenv/lib/python3.11/site-packages/django/db/models/fields/files.py first seen with mtime 1725304487.1145303
DEBUG 2024-09-04 05:44:50,284 autoreload File /opt/homebrew/Cellar/python@3.11/3.11.2_1/Frameworks/Python.framework/Versions/3.11/lib/python3.11/lib-dynload/_uuid.cpython-311-darwin.so first seen with mtime 1675777962.0
DEBUG 2024-09-04 05:44:50,284 autoreload File /Users/rentsher/Desktop/chatbot/chatbot/myenv/lib/python3.11/site-packages/django/template/defaultfilters.py first seen with mtime 1725304487.5207834
DEBUG 2024-09-04 05:44:50,284 autoreload File /Users/rentsher/Desktop/chatbot/chatbot/myenv/lib/python3.11/site-packages/django/utils/html.py first seen with mtime 1725304487.62392
DEBUG 2024-09-04 05:44:50,284 autoreload File /Users/rentsher/Desktop/chatbot/chatbot/myenv/lib/python3.11/site-packages/urllib3/util/retry.py first seen with mtime 1725306253.0096967
DEBUG 2024-09-04 05:44:50,284 autoreload File /Users/rentsher/Desktop/chatbot/chatbot/myenv/lib/python3.11/site-packages/numpy/core/numerictypes.py first seen with mtime 1725306254.9521458
DEBUG 2024-09-04 05:44:50,284 autoreload File /Users/rentsher/Desktop/chatbot/chatbot/myenv/lib/python3.11/site-packages/django/views/decorators/common.py first seen with mtime 1725304487.6825583
DEBUG 2024-09-04 05:44:50,284 autoreload File /Users/rentsher/Desktop/chatbot/chatbot/myenv/lib/python3.11/site-packages/django/contrib/admin/views/autocomplete.py first seen with mtime 1725304480.0070765
DEBUG 2024-09-04 05:44:50,284 autoreload File /Users/rentsher/Desktop/chatbot/chatbot/myenv/lib/python3.11/site-packages/langchain_text_splitters/base.py first seen with mtime 1725306277.5695488
DEBUG 2024-09-04 05:44:50,284 autoreload File /Users/rentsher/Desktop/chatbot/chatbot/myenv/lib/python3.11/site-packages/httpx/_transports/asgi.py first seen with mtime 1725306272.556367
DEBUG 2024-09-04 05:44:50,284 autoreload File /Users/rentsher/Desktop/chatbot/chatbot/myenv/lib/python3.11/site-packages/rest_framework/permissions.py first seen with mtime 1725304964.2349744
DEBUG 2024-09-04 05:44:50,284 autoreload File /opt/homebrew/Cellar/python@3.11/3.11.2_1/Frameworks/Python.framework/Versions/3.11/lib/python3.11/inspect.py first seen with mtime 1675777962.0
DEBUG 2024-09-04 05:44:50,284 autoreload File /Users/rentsher/Desktop/chatbot/chatbot/myenv/lib/python3.11/site-packages/numpy/lib/format.py first seen with mtime 1725306255.2639446
DEBUG 2024-09-04 05:44:50,284 autoreload File /Users/rentsher/Desktop/chatbot/chatbot/myenv/lib/python3.11/site-packages/numpy/core/einsumfunc.py first seen with mtime 1725306254.9456897
DEBUG 2024-09-04 05:44:50,284 autoreload File /Users/rentsher/Desktop/chatbot/chatbot/myenv/lib/python3.11/site-packages/pydantic/_internal/_typing_extra.py first seen with mtime 1725306270.8969822
DEBUG 2024-09-04 05:44:50,284 autoreload File /Users/rentsher/Desktop/chatbot/chatbot/myenv/lib/python3.11/site-packages/numpy/ma/extras.py first seen with mtime 1725306255.0549803
DEBUG 2024-09-04 05:44:50,284 autoreload File /opt/homebrew/Cellar/python@3.11/3.11.2_1/Frameworks/Python.framework/Versions/3.11/lib/python3.11/sitecustomize.py first seen with mtime 1679557382.7879064
DEBUG 2024-09-04 05:44:50,284 autoreload File /Users/rentsher/Desktop/chatbot/chatbot/myenv/lib/python3.11/site-packages/django/contrib/contenttypes/checks.py first seen with mtime 1725304481.287277
DEBUG 2024-09-04 05:44:50,284 autoreload File /Users/rentsher/Desktop/chatbot/chatbot/myenv/lib/python3.11/site-packages/langchain_core/vectorstores/utils.py first seen with mtime 1725391554.4087017
DEBUG 2024-09-04 05:44:50,284 autoreload File /Users/rentsher/Desktop/chatbot/chatbot/myenv/lib/python3.11/site-packages/numpy/random/_philox.cpython-311-darwin.so first seen with mtime 1725306255.298146
DEBUG 2024-09-04 05:44:50,284 autoreload File /Users/rentsher/Desktop/chatbot/chatbot/myenv/lib/python3.11/site-packages/django/views/generic/dates.py first seen with mtime 1725304487.698818
DEBUG 2024-09-04 05:44:50,284 autoreload File /opt/homebrew/Cellar/python@3.11/3.11.2_1/Frameworks/Python.framework/Versions/3.11/lib/python3.11/keyword.py first seen with mtime 1675777962.0
DEBUG 2024-09-04 05:44:50,284 autoreload File /Users/rentsher/Desktop/chatbot/chatbot/myenv/lib/python3.11/site-packages/rest_framework/utils/humanize_datetime.py first seen with mtime 1725304964.556196
DEBUG 2024-09-04 05:44:50,284 autoreload File /Users/rentsher/Desktop/chatbot/chatbot/myenv/lib/python3.11/site-packages/langchain_core/prompts/few_shot.py first seen with mtime 1725391554.3758664
DEBUG 2024-09-04 05:44:50,284 autoreload File /Users/rentsher/Desktop/chatbot/chatbot/myenv/lib/python3.11/site-packages/urllib3/util/connection.py first seen with mtime 1725306253.0026174
DEBUG 2024-09-04 05:44:50,284 autoreload File /Users/rentsher/Desktop/chatbot/chatbot/myenv/lib/python3.11/site-packages/django/core/files/__init__.py first seen with mtime 1725304486.7346041
DEBUG 2024-09-04 05:44:50,284 autoreload File /Users/rentsher/Desktop/chatbot/chatbot/myenv/lib/python3.11/site-packages/django/contrib/contenttypes/admin.py first seen with mtime 1725304481.2807422
DEBUG 2024-09-04 05:44:50,284 autoreload File /Users/rentsher/Desktop/chatbot/chatbot/myenv/lib/python3.11/site-packages/langsmith/schemas.py first seen with mtime 1725306274.077176
DEBUG 2024-09-04 05:44:50,284 autoreload File /Users/rentsher/Desktop/chatbot/chatbot/myenv/lib/python3.11/site-packages/numpy/__init__.py first seen with mtime 1725306254.6897736
DEBUG 2024-09-04 05:44:50,284 autoreload File /Users/rentsher/Desktop/chatbot/chatbot/myenv/lib/python3.11/site-packages/langchain/_api/module_import.py first seen with mtime 1725391558.000088
DEBUG 2024-09-04 05:44:50,284 autoreload File /Users/rentsher/Desktop/chatbot/chatbot/myenv/lib/python3.11/site-packages/langchain/chains/llm.py first seen with mtime 1725391558.1009424
DEBUG 2024-09-04 05:44:50,284 autoreload File /opt/homebrew/Cellar/python@3.11/3.11.2_1/Frameworks/Python.framework/Versions/3.11/lib/python3.11/importlib/metadata/__init__.py first seen with mtime 1675777962.0
DEBUG 2024-09-04 05:44:50,284 autoreload File /opt/homebrew/Cellar/python@3.11/3.11.2_1/Frameworks/Python.framework/Versions/3.11/lib/python3.11/lib-dynload/zlib.cpython-311-darwin.so first seen with mtime 1675777962.0
DEBUG 2024-09-04 05:44:50,284 autoreload File /opt/homebrew/Cellar/python@3.11/3.11.2_1/Frameworks/Python.framework/Versions/3.11/lib/python3.11/re/_constants.py first seen with mtime 1675777962.0
DEBUG 2024-09-04 05:44:50,284 autoreload File /Users/rentsher/Desktop/chatbot/chatbot/myenv/lib/python3.11/site-packages/django/utils/hashable.py first seen with mtime 1725304487.6223772
DEBUG 2024-09-04 05:44:50,284 autoreload File /Users/rentsher/Desktop/chatbot/chatbot/myenv/lib/python3.11/site-packages/django/db/backends/sqlite3/operations.py first seen with mtime 1725304487.0186992
DEBUG 2024-09-04 05:44:50,284 autoreload File /opt/homebrew/Cellar/python@3.11/3.11.2_1/Frameworks/Python.framework/Versions/3.11/lib/python3.11/concurrent/__init__.py first seen with mtime 1675777962.0
DEBUG 2024-09-04 05:44:50,284 autoreload File /opt/homebrew/Cellar/python@3.11/3.11.2_1/Frameworks/Python.framework/Versions/3.11/lib/python3.11/xml/dom/__init__.py first seen with mtime 1675777962.0
DEBUG 2024-09-04 05:44:50,284 autoreload File /Users/rentsher/Desktop/chatbot/chatbot/myenv/lib/python3.11/site-packages/rest_framework/templatetags/rest_framework.py first seen with mtime 1725304964.5497572
DEBUG 2024-09-04 05:44:50,285 autoreload File /Users/rentsher/Desktop/chatbot/chatbot/myenv/lib/python3.11/site-packages/urllib3/fields.py first seen with mtime 1725306252.985537
DEBUG 2024-09-04 05:44:50,285 autoreload File /opt/homebrew/Cellar/python@3.11/3.11.2_1/Frameworks/Python.framework/Versions/3.11/lib/python3.11/hashlib.py first seen with mtime 1675777962.0
DEBUG 2024-09-04 05:44:50,285 autoreload File /Users/rentsher/Desktop/chatbot/chatbot/myenv/lib/python3.11/site-packages/django/core/handlers/asgi.py first seen with mtime 1725304486.7888448
DEBUG 2024-09-04 05:44:50,285 autoreload File /Users/rentsher/Desktop/chatbot/chatbot/myenv/lib/python3.11/site-packages/pydantic/_internal/_discriminated_union.py first seen with mtime 1725306270.861995
DEBUG 2024-09-04 05:44:50,285 autoreload File /opt/homebrew/Cellar/python@3.11/3.11.2_1/Frameworks/Python.framework/Versions/3.11/lib/python3.11/json/__init__.py first seen with mtime 1675777962.0
DEBUG 2024-09-04 05:44:50,285 autoreload File /opt/homebrew/Cellar/python@3.11/3.11.2_1/Frameworks/Python.framework/Versions/3.11/lib/python3.11/encodings/__init__.py first seen with mtime 1675777962.0
DEBUG 2024-09-04 05:44:50,285 autoreload File /opt/homebrew/Cellar/python@3.11/3.11.2_1/Frameworks/Python.framework/Versions/3.11/lib/python3.11/encodings/aliases.py first seen with mtime 1675777962.0
DEBUG 2024-09-04 05:44:50,285 autoreload File /Users/rentsher/Desktop/chatbot/chatbot/myenv/lib/python3.11/site-packages/django/core/checks/security/__init__.py first seen with mtime 1725304486.7279172
DEBUG 2024-09-04 05:44:50,285 autoreload File /Users/rentsher/Desktop/chatbot/chatbot/myenv/lib/python3.11/site-packages/urllib3/poolmanager.py first seen with mtime 1725306252.9881809
